"Trade Association ID","Sector Grouping","Association Name","Website Link","Sectors","Brief Description"
"TRADE_ASSOCIATION_0293","Healthcare Life Sciences and Chemicals","Chartered Society of Physiotherapy","https://www.csp.org.uk/","Healthcare","The CSP is a member-led organisation governed by an elected Council. They provide a wide range of member services and campaign on behalf of all physiotherapy staff and the physiotherapy profession."
"TRADE_ASSOCIATION_0294","Healthcare Life Sciences and Chemicals","Chemical and Industrial Consultants Association (CICA)","https://chemical-consultants.co.uk/","Chemicals","CICA is a network of independent consultants specialising in the industrial and commercial application of chemistry and chemical technologies. CICA members can provide expert practical assistance on almost any industrial issue including man"
"TRADE_ASSOCIATION_0295","Healthcare Life Sciences and Chemicals","Chemical Business Association","https://www.chemical.org.uk/","Chemicals","CBA is the voice of the UK chemical supply chain. It represents a wide range of businesses – from distributors and traders to manufacturers and blenders as well as logistics and service providers. The majority of CBA members are small or me"
"TRADE_ASSOCIATION_0296","Healthcare Life Sciences and Chemicals","Chemicals Industries Association","https://www.cia.org.uk/","Chemicals","The Chemical Industries Association (CIA) is the organisation that represents chemical and pharmaceutical businesses throughout the UK. They represent all sizes of chemical and pharmaceutical businesses and approximately 70 % of  members ar"
"TRADE_ASSOCIATION_0297","Healthcare Life Sciences and Chemicals","Clinical Contract Research Association (CCRA)","https://www.ccra.org.uk/","Healthcare","CCRA is a not-for-profit organisation originally founded to represent independent clinical research contractors and allied industries. It is the voice for all organisations that provide clinical and contract development services for the pha"
"TRADE_ASSOCIATION_0298","Healthcare Life Sciences and Chemicals","CMAC Future Manufacturing Research Hub","https://cmac.ac.uk/","Pharmaceuticals","CMAC is a World Leading Centre for Medicines Manufacturing Research Skills Technology and Translation. Their aim is to deliver value to stakeholders by creating new science innovative technologies & the future workforce that will support"
"TRADE_ASSOCIATION_0299","Healthcare Life Sciences and Chemicals","Cosmetic Cluster UK","https://www.cosmeticsclusteruk.com/","Dermatology","The Cosmetics Cluster UK is an association created to enhance the growth and competitiveness of its members in the UK beauty industry throughout the beauty supply chain. Their aim is to be the point of reference for the UK beauty industry"
"TRADE_ASSOCIATION_0300","Healthcare Life Sciences and Chemicals","Diagnostics and Technology Accelerator (DiTA)","https://research.cmft.nhs.uk/partnering/dita","Health Technology","As part of MFT (The Manchester University NHS Foundation Trust) DiTA has access to many of the UK’s leading clinicians and academics large patient cohorts plus the resources of a world-class research and innovation team. DiTA is also part"
"TRADE_ASSOCIATION_0301","Healthcare Life Sciences and Chemicals","East Midlands Academic Health Science Network","https://emahsn.org.uk/","Healthcare","The Easte Midlands Academic Health Science Network are one of 15 AHSNs across the country and together have complete coverage of England - operating as the innovation arm of the NHS. They bring together partners from across all sectors invo"
"TRADE_ASSOCIATION_0302","Healthcare Life Sciences and Chemicals","East Midlands Research into Ageing Network (EMRAN)","https://arc-em.nihr.ac.uk/about/east-midlands-research-%C2%A0ageing-network","Research","EMRAN’s objective is to facilitate collaborative applied research in to ageing and older people across the East Midlands. It is the network for researchers professionals and members of the public from the East Midlands to discuss collabora"
"TRADE_ASSOCIATION_0303","Healthcare Life Sciences and Chemicals","Ethical Medicines Industry Group (EMIG)","https://emig.org.uk/","Pharmaceutical","EMIG is a multi-stakeholder network and trade association that represents the interests of life sciences companies in the UK. Their industry Members range from new business start-ups focused on R&D through to well-established companies del"
"TRADE_ASSOCIATION_0304","Healthcare Life Sciences and Chemicals","Health and Care Research Wales","https://healthandcareresearchwales.org/","Research","Health and Care Research Wales is a networked organisation supported by Welsh Government which brings together a wide range of partners across the NHS in Wales local authorities universities research institutions third sector and othe"
"TRADE_ASSOCIATION_0305","Healthcare Life Sciences and Chemicals","Health Innovation Manchester","https://healthinnovationmanchester.com/","Health Technology","Health Innovation Manchester is an academic health science and innovation system at the forefront of transforming the health and wellbeing of Greater Manchester. Health Innovation Manchester’s mission is to become a recognised internationa"
"TRADE_ASSOCIATION_0306","Healthcare Life Sciences and Chemicals","Health Tech Alliance","https://healthtechalliance.uk/","Healthcare","The Health Tech Alliance is a membership body of health technology companies who produce innovative digital and technological solutions to improve care for patients and who are seeking to do business with the NHS in England. The Alliance bo"
